"Year","Variable","Grado urbanización","Provincia","Municipio","GeoCode","Value"
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Bacares","04019",30.77
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Bayárcal","04020",58.85
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Bayarque","04021",36.67
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Bédar","04022",65.19
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Beires","04023",57.24
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almería","Benahadux","04024",70.24
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Benitagla","04026",16.07
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Benizalón","04027",25.51
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Bentarique","04028",43.35
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almería","Berja","04029",56.71
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Canjáyar","04030",36.96
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Cantoria","04031",51.8
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almería","Carboneras","04032",82.9
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Castro de Filabres","04033",28.57
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Cóbdar","04034",26.15
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almería","Cuevas del Almanzora","04035",73.3
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Chercos","04036",41.22
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Chirivel","04037",47.75
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Dalías","04038",56.6
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Enix","04041",71.37
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Felix","04043",57.48
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Fines","04044",71.5
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Fiñana","04045",33.53
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Fondón","04046",86.99
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Gádor","04047",98.77
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Gallardos, Los","04048",74.8
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almería","Garrucha","04049",95.32
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Gérgal","04050",35.86
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Huécija","04051",72.02
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Almería","Huércal de Almería","04052",85.18
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almería","Huércal-Overa","04053",66.55
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Íllar","04054",48.75
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Instinción","04055",49.88
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Laroya","04056",21.12
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Láujar de Andarax","04057",47.43
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Líjar","04058",46.61
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Lubrín","04059",29.77
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Lucainena de las Torres","04060",36.18
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Lúcar","04061",45.6
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almería","Macael","04062",57.8
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","María","04063",35.61
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Mojácar","04064",88.31
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Nacimiento","04065",15.81
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almería","Níjar","04066",85.08
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Ohanes","04067",44.21
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Olula de Castro","04068",14.87
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almería","Olula del Río","04069",62.81
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Oria","04070",37.26
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Padules","04071",40.16
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Partaloa","04072",67.75
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Paterna del Río","04073",76.67
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almería","Pechina","04074",78.98
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almería","Pulpí","04075",81.23
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Purchena","04076",50.18
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Rágol","04077",27.6
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Rioja","04078",46.55
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almería","Roquetas de Mar","04079",88.17
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Santa Cruz de Marchena","04080",54.71
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Santa Fe de Mondújar","04081",35.91
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Senés","04082",37.66
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Serón","04083",35.91
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Sierro","04084",30.63
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Somontín","04085",38.59
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Sorbas","04086",49.86
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Suflí","04087",38
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Tabernas","04088",56.41
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Taberno","04089",51.62
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Tahal","04090",24.68
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Terque","04091",73.12
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Tíjola","04092",53.27
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Turre","04093",78.76
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Turrillas","04094",34.09
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Uleila del Campo","04095",35.6
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Urrácal","04096",44.55
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Velefique","04097",15.73
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Vélez-Blanco","04098",47.87
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almería","Vélez-Rubio","04099",52.61
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almería","Vera","04100",96.2
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Almería","Viator","04101",74.71
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Almería","Vícar","04102",88.11
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Zurgena","04103",64.79
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Tres Villas, Las","04901",24.24
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almería","Ejido, El","04902",85.23
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almería","Mojonera, La","04903",70.74
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almería","Balanegra","04904",82.65
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","Alcalá de los Gazules","11001",49.35
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","Alcalá del Valle","11002",56.25
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","Algar","11003",44.44
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Cádiz","Algeciras","11004",58.49
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","Algodonales","11005",51.96
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Arcos de la Frontera","11006",60.79
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Barbate","11007",56.33
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Barrios, Los","11008",83.7
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","Benaocaz","11009",78.81
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Bornos","11010",55.38
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","Bosque, El","11011",66.71
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Cádiz","Cádiz","11012",37.88
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","Castellar de la Frontera","11013",72.2
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Conil de la Frontera","11014",77.4
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Cádiz","Chiclana de la Frontera","11015",83.2
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Chipiona","11016",66.08
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","Espera","11017",75.72
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","Gastor, El","11018",53.5
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","Grazalema","11019",61.5
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Cádiz","Jerez de la Frontera","11020",58.03
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","Jimena de la Frontera","11021",50.64
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Cádiz","Línea de la Concepción, La","11022",55.56
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Medina Sidonia","11023",65.99
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Olvera","11024",49.13
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Paterna de Rivera","11025",71.21
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Prado del Rey","11026",61.3
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Cádiz","Puerto de Santa María, El","11027",67.44
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Puerto Real","11028",71.63
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Puerto Serrano","11029",68.22
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Rota","11030",69.9
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Cádiz","San Fernando","11031",59.04
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Cádiz","Sanlúcar de Barrameda","11032",66.08
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","San Roque","11033",69.46
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","Setenil de las Bodegas","11034",37.44
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Tarifa","11035",72.38
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","Torre Alháquime","11036",54.06
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Trebujena","11037",59.61
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Ubrique","11038",50.6
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Vejer de la Frontera","11039",56.55
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","Villaluenga del Rosario","11040",57.51
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Villamartín","11041",57.79
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","Zahara","11042",60.48
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cádiz","Benalup-Casas Viejas","11901",75.3
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","San José del Valle","11902",50.92
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cádiz","San Martín del Tesorillo","11903",48.63
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Adamuz","14001",47.07
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Aguilar de la Frontera","14002",57.77
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Alcaracejos","14003",54.59
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Almedinilla","14004",54.12
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Almodóvar del Río","14005",59.3
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Añora","14006",62.93
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Baena","14007",61.01
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Belalcázar","14008",21.14
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Belmez","14009",23.57
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Benamejí","14010",63.07
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Blázquez, Los","14011",28.23
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Bujalance","14012",42.23
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Cabra","14013",60.02
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Cañete de las Torres","14014",45.17
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Carcabuey","14015",66.13
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Cardeña","14016",49.24
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Carlota, La","14017",74.93
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Carpio, El","14018",42.98
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Castro del Río","14019",60.11
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Conquista","14020",54.84
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Córdoba","Córdoba","14021",49.35
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Doña Mencía","14022",59.78
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Dos Torres","14023",55.73
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Encinas Reales","14024",49.88
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Espejo","14025",48.55
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Espiel","14026",33.08
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Fernán-Núñez","14027",60.6
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Fuente la Lancha","14028",30.23
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Fuente Obejuna","14029",41.4
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Fuente Palmera","14030",70.1
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Fuente-Tójar","14031",43.21
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Granjuela, La","14032",38.58
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Guadalcázar","14033",65.47
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Guijo, El","14034",30.61
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Hinojosa del Duque","14035",35.4
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Hornachuelos","14036",50.1
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Iznájar","14037",43.33
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Lucena","14038",75.33
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Luque","14039",59.94
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Montalbán de Córdoba","14040",61.9
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Montemayor","14041",62.48
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Montilla","14042",58.97
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Montoro","14043",44.71
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Monturque","14044",72.36
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Moriles","14045",58.35
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Nueva Carteya","14046",60.94
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Obejo","14047",44.23
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Palenciana","14048",74.12
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Palma del Río","14049",58.31
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Pedro Abad","14050",49.84
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Pedroche","14051",37.79
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Peñarroya-Pueblonuevo","14052",22.08
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Posadas","14053",56.3
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Pozoblanco","14054",60.53
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Priego de Córdoba","14055",60.52
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Puente Genil","14056",58.6
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Rambla, La","14057",63.59
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Rute","14058",55.19
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","San Sebastián de los Ballesteros","14059",64.03
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Santaella","14060",62.51
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Santa Eufemia","14061",48.62
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Torrecampo","14062",29.98
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Valenzuela","14063",49.47
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Valsequillo","14064",8.78
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Victoria, La","14065",68.03
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Villa del Río","14066",51.61
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Villafranca de Córdoba","14067",70.4
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Villaharta","14068",51.76
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Córdoba","Villanueva de Córdoba","14069",33
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Villanueva del Duque","14070",59.92
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Villanueva del Rey","14071",38.34
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Villaralto","14072",30.19
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Villaviciosa de Córdoba","14073",61.41
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Viso, El","14074",61.19
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Zuheros","14075",81.2
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Fuente Carreteros","14901",48.73
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Córdoba","Guijarrosa, La","14902",66.56
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Agrón","18001",25.91
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Alamedilla","18002",29.9
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Granada","Albolote","18003",79.17
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Albondón","18004",36.61
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Albuñán","18005",48.29
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Albuñol","18006",54.88
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Albuñuelas","18007",37.57
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Aldeire","18010",40.81
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Granada","Alfacar","18011",66.38
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Algarinejo","18012",32.63
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Alhama de Granada","18013",50.57
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Granada","Alhendín","18014",83.61
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Alicún de Ortega","18015",36.25
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Almegíjar","18016",13.46
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Granada","Almuñécar","18017",63.63
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Alquife","18018",27.13
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Arenas del Rey","18020",42.92
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Granada","Armilla","18021",84.38
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Granada","Atarfe","18022",75.91
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Granada","Baza","18023",58.77
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Beas de Granada","18024",54.86
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Beas de Guadix","18025",34.55
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Benalúa","18027",45.98
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Benalúa de las Villas","18028",49.2
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Benamaurel","18029",43.97
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Bérchules","18030",26.12
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Bubión","18032",48.07
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Busquístar","18033",32.15
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Cacín","18034",30.91
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Cádiar","18035",28.25
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Granada","Cájar","18036",84.51
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Calicasas","18037",66.33
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Campotéjar","18038",53.42
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Caniles","18039",40.93
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Cáñar","18040",34.94
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Capileira","18042",37.98
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Carataunas","18043",48.74
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Cástaras","18044",21.64
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Castilléjar","18045",38.2
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Castril","18046",41.36
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Granada","Cenes de la Vega","18047",93.12
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Cijuela","18048",84.72
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Cogollos de Guadix","18049",56.61
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Granada","Cogollos de la Vega","18050",65.3
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Colomera","18051",32.25
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Cortes de Baza","18053",38.52
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada","Cortes y Graena","18054",29.66
